Source MAC,Destination MAC,Packet Count
0e:fc:8a:90:4a:b8,d2:97:e2:4b:2e:cd,4
7c:57:3c:a4:1e:61,9a:13:fb:27:78:8c,1
7c:57:3c:a4:1e:62,9a:13:fb:27:78:8c,1
7a:34:7e:92:41:f8,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:50:00,7a:34:7e:92:41:f8,1
b0:b8:67:43:50:01,7a:34:7e:92:41:f8,1
b0:b8:67:43:50:02,7a:34:7e:92:41:f8,1
ae:c0:53:ae:77:44,ff:ff:ff:ff:ff:ff,2
b0:b8:67:43:50:00,ae:c0:53:ae:77:44,2
b0:b8:67:43:50:01,ae:c0:53:ae:77:44,2
b0:b8:67:43:50:02,ae:c0:53:ae:77:44,2
b0:b8:67:43:55:a0,92:e5:20:ca:18:d8,1
b0:b8:67:43:55:a1,92:e5:20:ca:18:d8,1
b0:b8:67:43:55:a3,92:e5:20:ca:18:d8,1
54:1f:8d:80:0b:1d,36:4b:60:e7:54:21,2
b0:b8:67:43:5a:a1,36:4b:60:e7:54:21,1
b0:b8:67:43:5a:a2,36:4b:60:e7:54:21,1
4e:51:f7:a7:a4:da,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:5a:a0,4e:51:f7:a7:a4:da,1
b0:b8:67:43:5a:a0,aa:ed:c4:2e:98:7d,1
4e:b3:d6:b4:7d:44,ff:ff:ff:ff:ff:ff,4
b0:b8:67:43:50:00,22:98:00:18:06:77,2
b0:b8:67:43:50:01,22:98:00:18:06:77,2
b0:b8:67:43:50:02,22:98:00:18:06:77,1
22:98:00:18:06:77,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:4c:00,f8:59:71:a6:58:1a,1
b0:b8:67:43:4c:01,f8:59:71:a6:58:1a,1
b0:b8:67:43:4c:02,f8:59:71:a6:58:1a,1
b0:b8:67:43:55:a0,fe:dd:66:82:2b:13,2
b0:b8:67:43:55:a1,fe:dd:66:82:2b:13,2
b0:b8:67:43:55:a3,fe:dd:66:82:2b:13,2
b0:b8:67:43:55:a0,7e:48:2a:20:8a:bc,1
b0:b8:67:43:55:a3,7e:48:2a:20:8a:bc,1
54:1f:8d:80:0b:1d,9e:82:0e:16:88:a2,1
f6:af:d2:ea:57:e6,ff:ff:ff:ff:ff:ff,5
54:1f:8d:80:0b:1d,18:1d:ea:9c:0c:39,10
0e:fc:8a:90:4a:b8,18:1d:ea:9c:0c:39,3
7c:57:3c:a4:1e:60,9e:70:1f:6c:89:84,1
7c:57:3c:a4:1e:60,18:1d:ea:9c:0c:39,8
7c:57:3c:a4:1e:62,18:1d:ea:9c:0c:39,4
7c:57:3c:a4:1e:60,f6:af:d2:ea:57:e6,2
54:1f:8d:80:0b:1d,f6:af:d2:ea:57:e6,2
7c:57:3c:a4:1e:62,f6:af:d2:ea:57:e6,2
7c:57:3c:a4:1e:61,f6:af:d2:ea:57:e6,1
7c:57:3c:a4:1e:60,f6:43:ee:ad:f4:03,1
7c:57:3c:a4:1e:61,f6:43:ee:ad:f4:03,1
7c:57:3c:a4:1e:62,f6:43:ee:ad:f4:03,1
be:be:3d:c0:13:c7,ff:ff:ff:ff:ff:ff,5
e2:31:0c:fa:e2:72,ff:ff:ff:ff:ff:ff,2
b0:b8:67:43:50:00,e2:31:0c:fa:e2:72,1
b0:b8:67:43:50:02,e2:31:0c:fa:e2:72,1
b0:b8:67:43:50:00,3e:ed:cf:4d:0a:18,1
b0:b8:67:43:50:01,3e:ed:cf:4d:0a:18,1
b0:b8:67:43:50:02,3e:ed:cf:4d:0a:18,1
4a:e7:1e:cb:6d:16,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:4c:00,e2:31:0c:fa:e2:72,1
72:16:19:81:d2:1a,ff:ff:ff:ff:ff:ff,2
b0:b8:67:43:50:00,72:16:19:81:d2:1a,1
b0:b8:67:43:50:01,72:16:19:81:d2:1a,1
b0:b8:67:43:50:02,72:16:19:81:d2:1a,1
b0:b8:67:43:50:00,da:d0:b0:0a:d7:23,2
b0:b8:67:43:50:01,da:d0:b0:0a:d7:23,2
b0:b8:67:43:50:02,da:d0:b0:0a:d7:23,2
b0:b8:67:43:55:a0,96:29:dc:62:36:3d,1
7c:57:3c:a4:1e:60,5e:7b:5a:98:e9:4f,1
7c:57:3c:a4:1e:61,5e:7b:5a:98:e9:4f,1
7c:57:3c:a4:1e:62,5e:7b:5a:98:e9:4f,1
0e:fc:8a:90:4a:b8,5e:7b:5a:98:e9:4f,4
b0:b8:67:43:50:00,9a:93:34:77:e6:5d,2
b0:b8:67:43:50:01,9a:93:34:77:e6:5d,2
b0:b8:67:43:50:02,9a:93:34:77:e6:5d,2
d6:da:33:4f:66:da,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:4c:00,1e:56:e9:d9:c0:98,1
b0:b8:67:43:4c:01,1e:56:e9:d9:c0:98,1
b0:b8:67:43:4c:02,1e:56:e9:d9:c0:98,1
b0:b8:67:43:4c:00,0e:34:7c:df:28:e1,2
b0:b8:67:43:4c:01,0e:34:7c:df:28:e1,2
b0:b8:67:43:4c:02,0e:34:7c:df:28:e1,2
54:1f:8d:80:0b:1d,7e:dc:d6:c5:1e:1c,1
42:38:f2:2d:73:7f,ff:ff:ff:ff:ff:ff,1
0e:fc:8a:90:4a:b8,42:38:f2:2d:73:7f,6
0e:36:b9:1f:20:8f,ff:ff:ff:ff:ff:ff,1
0e:fc:8a:90:4a:b8,0e:36:b9:1f:20:8f,1
0e:fc:8a:90:4a:b8,5a:bb:ac:61:dc:a0,1
7c:57:3c:a4:1e:60,0e:36:b9:1f:20:8f,1
7c:57:3c:a4:1e:61,0e:36:b9:1f:20:8f,1
7c:57:3c:a4:1e:62,0e:36:b9:1f:20:8f,1
54:1f:8d:80:0b:1d,3e:17:46:5d:66:29,1
0e:fc:8a:90:4a:b8,c6:85:c0:22:a5:77,3
3e:17:46:5d:66:29,ff:ff:ff:ff:ff:ff,6
62:ab:67:fe:7e:f1,ff:ff:ff:ff:ff:ff,10
b0:b8:67:43:50:00,3e:17:46:5d:66:29,2
b0:b8:67:43:50:01,3e:17:46:5d:66:29,2
b0:b8:67:43:50:02,3e:17:46:5d:66:29,2
b0:b8:67:43:50:00,62:ab:67:fe:7e:f1,2
b0:b8:67:43:50:01,62:ab:67:fe:7e:f1,2
b0:b8:67:43:50:02,62:ab:67:fe:7e:f1,2
b0:b8:67:43:4c:00,62:ab:67:fe:7e:f1,1
b0:b8:67:43:5a:a0,d2:b0:68:89:27:c8,1
b0:b8:67:43:5a:a1,d2:b0:68:89:27:c8,1
0e:fc:8a:90:4a:b8,7a:13:d0:a4:5f:e5,1
92:63:4c:81:52:b3,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:50:00,92:63:4c:81:52:b3,2
b0:b8:67:43:50:01,92:63:4c:81:52:b3,2
b0:b8:67:43:50:02,92:63:4c:81:52:b3,2
b0:b8:67:43:50:00,e6:33:48:2f:81:4e,1
b0:b8:67:43:50:01,e6:33:48:2f:81:4e,2
7c:57:3c:a4:16:81,6c:a1:00:15:a0:f5,1
b0:b8:67:43:50:02,e6:33:48:2f:81:4e,1
ca:e3:39:01:72:69,ff:ff:ff:ff:ff:ff,2
54:1f:8d:80:0b:1d,ca:e3:39:01:72:69,1
7c:57:3c:a4:1e:60,aa:58:f5:8b:cb:0c,1
7c:57:3c:a4:1e:61,aa:58:f5:8b:cb:0c,1
7c:57:3c:a4:1e:62,aa:58:f5:8b:cb:0c,1
54:1f:8d:80:0b:1d,ea:cf:b6:5c:72:e3,2
26:8a:a7:48:d0:b8,ff:ff:ff:ff:ff:ff,2
7c:57:3c:a4:1e:60,7e:05:28:1d:5d:93,1
7c:57:3c:a4:1e:61,7e:05:28:1d:5d:93,1
b0:b8:67:43:4e:a1,7e:05:28:1d:5d:93,1
b0:b8:67:43:4e:a2,7e:05:28:1d:5d:93,1
7c:57:3c:a4:1e:62,7e:05:28:1d:5d:93,1
b0:b8:67:43:5a:a0,62:1e:fa:7f:fd:e1,1
b0:b8:67:43:5a:a1,62:1e:fa:7f:fd:e1,2
b0:b8:67:43:5a:a2,62:1e:fa:7f:fd:e1,2
7c:57:3c:a4:1e:60,62:1e:fa:7f:fd:e1,2
7c:57:3c:a4:1e:62,62:1e:fa:7f:fd:e1,1
0e:fc:8a:90:4a:b8,62:1e:fa:7f:fd:e1,6
2e:46:d2:1a:03:ff,ff:ff:ff:ff:ff:ff,3
7c:57:3c:a4:16:80,2e:46:d2:1a:03:ff,1
7c:57:3c:a4:16:81,2e:46:d2:1a:03:ff,1
7c:57:3c:a4:16:82,2e:46:d2:1a:03:ff,1
b0:b8:67:43:50:00,2e:46:d2:1a:03:ff,1
b0:b8:67:43:50:01,2e:46:d2:1a:03:ff,1
b0:b8:67:43:50:02,2e:46:d2:1a:03:ff,1
3a:fb:bb:24:71:74,ff:ff:ff:ff:ff:ff,6
b0:b8:67:43:55:a0,3a:fb:bb:24:71:74,2
b0:b8:67:43:55:a0,06:8d:b4:d3:c9:6f,1
54:1f:8d:80:0b:1d,62:73:98:de:e7:19,1
56:c9:ac:7b:5b:57,ff:ff:ff:ff:ff:ff,8
8e:f8:ef:74:3f:1b,ff:ff:ff:ff:ff:ff,2
a2:5e:7f:2f:5e:20,ff:ff:ff:ff:ff:ff,2
0e:fc:8a:90:4a:b8,a2:5e:7f:2f:5e:20,9
7c:57:3c:a4:1e:60,a2:5e:7f:2f:5e:20,1
b0:b8:67:43:5a:a1,a2:5e:7f:2f:5e:20,1
7c:57:3c:a4:1e:61,a2:5e:7f:2f:5e:20,1
b0:b8:67:43:5a:a0,be:72:2f:96:aa:1a,1
b0:b8:67:43:5a:a1,be:72:2f:96:aa:1a,1
d6:24:27:27:1a:f2,ff:ff:ff:ff:ff:ff,1
7e:df:90:19:fb:a2,ff:ff:ff:ff:ff:ff,1
02:17:01:0a:68:05,ff:ff:ff:ff:ff:ff,1
0e:fc:8a:90:4a:b8,22:9e:eb:3c:83:e0,6
7c:57:3c:a4:1e:62,22:9e:eb:3c:83:e0,1
6a:0f:94:29:94:a5,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:50:00,6a:0f:94:29:94:a5,1
b0:b8:67:43:4c:00,6a:0f:94:29:94:a5,1
b0:b8:67:43:4c:01,6a:0f:94:29:94:a5,1
b0:b8:67:43:50:01,6a:0f:94:29:94:a5,1
b0:b8:67:43:50:02,6a:0f:94:29:94:a5,1
5e:92:15:9c:85:ad,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:50:00,5e:92:15:9c:85:ad,1
b0:b8:67:43:50:01,5e:92:15:9c:85:ad,1
b0:b8:67:43:50:02,5e:92:15:9c:85:ad,1
be:9b:14:4e:a7:a0,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:55:a0,be:9b:14:4e:a7:a0,1
aa:ce:7d:05:15:72,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:55:a0,d2:42:7a:56:cc:aa,1
b0:b8:67:43:55:a3,d2:42:7a:56:cc:aa,1
d2:42:7a:56:cc:aa,ff:ff:ff:ff:ff:ff,1
26:09:9e:44:1a:89,ff:ff:ff:ff:ff:ff,1
54:1f:8d:80:0b:1d,26:09:9e:44:1a:89,1
7c:57:3c:a4:1e:60,26:09:9e:44:1a:89,1
7c:57:3c:a4:1e:61,26:09:9e:44:1a:89,1
7c:57:3c:a4:1e:62,26:09:9e:44:1a:89,1
b0:b8:67:43:50:00,6a:9b:aa:37:bd:41,2
b0:b8:67:43:50:01,6a:9b:aa:37:bd:41,2
b0:b8:67:43:50:02,6a:9b:aa:37:bd:41,2
b0:b8:67:43:50:01,d6:1a:85:c1:43:07,6
0e:fc:8a:90:4a:b8,f2:f6:d5:42:38:bc,2
7e:75:8a:86:5e:15,ff:ff:ff:ff:ff:ff,1
7c:57:3c:a4:1e:60,7e:75:8a:86:5e:15,1
0e:fc:8a:90:4a:b8,7e:75:8a:86:5e:15,1
7c:57:3c:a4:1e:61,7e:75:8a:86:5e:15,1
7c:57:3c:a4:1e:62,7e:75:8a:86:5e:15,1
3a:09:2f:88:41:b8,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:50:00,76:a2:02:41:e0:9c,1
b0:b8:67:43:50:01,76:a2:02:41:e0:9c,1
b0:b8:67:43:50:02,76:a2:02:41:e0:9c,1
26:c9:5e:50:ba:51,ff:ff:ff:ff:ff:ff,2
b0:b8:67:43:55:a0,26:c9:5e:50:ba:51,2
b0:b8:67:43:55:a1,26:c9:5e:50:ba:51,2
b0:b8:67:43:55:a3,26:c9:5e:50:ba:51,1
66:8f:36:a3:d0:7d,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:55:a1,66:8f:36:a3:d0:7d,1
b0:b8:67:43:55:a0,66:8f:36:a3:d0:7d,1
b0:b8:67:43:55:a3,66:8f:36:a3:d0:7d,1
7c:57:3c:a4:1e:60,8e:49:0b:f9:bb:89,1
7c:57:3c:a4:1e:62,8e:49:0b:f9:bb:89,1
0e:fc:8a:90:4a:b8,8e:49:0b:f9:bb:89,7
b0:b8:67:43:5a:a2,00:c3:0a:ad:79:6c,1
7c:57:3c:a4:1e:62,00:c3:0a:ad:79:6c,3
b0:b8:67:43:4e:a2,00:c3:0a:ad:79:6c,1
7c:57:3c:a4:16:82,36:1a:ee:99:81:04,2
7c:57:3c:a4:16:80,36:1a:ee:99:81:04,7
b0:b8:67:43:50:00,16:63:7a:a8:7f:b3,1
b0:b8:67:43:50:01,16:63:7a:a8:7f:b3,1
b0:b8:67:43:50:02,16:63:7a:a8:7f:b3,1
7c:57:3c:a4:16:81,36:1a:ee:99:81:04,4
54:1f:8d:80:0b:1d,be:e0:04:35:00:e7,2
54:1f:8d:80:0b:1d,a2:26:8f:de:30:d7,2
0e:fc:8a:90:4a:b8,7e:65:e8:92:52:2b,3
54:1f:8d:80:0b:1d,0a:90:18:15:8e:0f,2
0e:fc:8a:90:4a:b8,0a:90:18:15:8e:0f,6
0e:fc:8a:90:4a:b8,a2:15:74:03:e5:51,2
82:e0:43:e3:a0:4b,ff:ff:ff:ff:ff:ff,2
52:fe:c4:19:7d:10,ff:ff:ff:ff:ff:ff,2
9e:cd:05:6e:bf:38,ff:ff:ff:ff:ff:ff,1
d6:85:82:b1:73:ee,ff:ff:ff:ff:ff:ff,2
e2:7c:21:3a:0b:db,ff:ff:ff:ff:ff:ff,1
52:32:6b:0c:f1:33,ff:ff:ff:ff:ff:ff,1
82:df:dd:bd:de:83,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:55:a1,82:df:dd:bd:de:83,2
b0:b8:67:43:55:a3,82:df:dd:bd:de:83,2
b0:b8:67:43:55:a0,82:df:dd:bd:de:83,1
54:1f:8d:80:0b:1d,ca:d1:92:4d:27:ab,2
54:1f:8d:80:0b:1d,86:27:30:ba:d6:a9,1
0e:fc:8a:90:4a:b8,86:27:30:ba:d6:a9,1
0e:fc:8a:90:4a:b8,3a:ad:d6:34:43:79,4
b0:b8:67:43:5a:a1,3a:ad:d6:34:43:79,2
b0:b8:67:43:5a:a2,3a:ad:d6:34:43:79,1
b0:b8:67:43:5a:a0,3a:ad:d6:34:43:79,1
b0:b8:67:43:5a:a1,42:9f:fd:14:0a:76,1
b0:b8:67:43:5a:a2,42:9f:fd:14:0a:76,1
fa:25:14:d6:9a:39,ff:ff:ff:ff:ff:ff,2
7c:57:3c:a4:1e:62,fa:25:14:d6:9a:39,1
7c:57:3c:a4:1e:60,fa:25:14:d6:9a:39,1
86:07:1d:5a:a6:6b,ff:ff:ff:ff:ff:ff,1
86:30:10:54:59:07,ff:ff:ff:ff:ff:ff,3
b0:b8:67:43:55:a0,86:30:10:54:59:07,3
b0:b8:67:43:55:a1,86:30:10:54:59:07,3
b0:b8:67:43:55:a3,86:30:10:54:59:07,2
2a:da:59:7c:5f:7b,ff:ff:ff:ff:ff:ff,1
86:6e:0b:65:49:bc,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:55:a3,ce:c6:08:79:f6:1c,1
b0:b8:67:43:55:a0,ce:c6:08:79:f6:1c,1
b0:b8:67:43:55:a1,ce:c6:08:79:f6:1c,1
54:1f:8d:80:0b:1d,1e:ca:1c:4c:34:33,1
ea:92:90:f2:56:14,ff:ff:ff:ff:ff:ff,2
ae:ed:d4:f4:dd:f1,ff:ff:ff:ff:ff:ff,1
ea:63:3d:c1:b1:d0,ff:ff:ff:ff:ff:ff,1
c6:8e:cd:b4:ca:ba,ff:ff:ff:ff:ff:ff,1
d6:49:fe:6c:06:f5,ff:ff:ff:ff:ff:ff,2
02:81:6e:d1:ec:f1,ff:ff:ff:ff:ff:ff,1
ae:44:56:91:34:67,ff:ff:ff:ff:ff:ff,1
96:5e:68:2c:ab:95,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:50:00,96:5e:68:2c:ab:95,3
b0:b8:67:43:50:01,96:5e:68:2c:ab:95,3
b0:b8:67:43:50:02,96:5e:68:2c:ab:95,3
7c:57:3c:a4:16:80,96:5e:68:2c:ab:95,1
7c:57:3c:a4:16:81,96:5e:68:2c:ab:95,1
7c:57:3c:a4:16:82,96:5e:68:2c:ab:95,1
b0:b8:67:43:4f:21,c6:85:7d:a7:f5:b2,1
b0:b8:67:43:4f:22,c6:85:7d:a7:f5:b2,1
b0:b8:67:43:55:a0,3e:74:96:ad:7d:87,2
b0:b8:67:43:55:a1,3e:74:96:ad:7d:87,2
b0:b8:67:43:55:a3,3e:74:96:ad:7d:87,1
7c:57:3c:a4:1e:61,e2:b8:07:c9:f7:0f,1
54:1f:8d:80:0b:1d,e2:b8:07:c9:f7:0f,2
7c:57:3c:a4:1e:62,e2:b8:07:c9:f7:0f,1
b0:b8:67:43:5a:a2,7a:0d:81:86:42:40,1
b0:b8:67:43:5a:a0,be:30:db:c2:6c:56,1
b0:b8:67:43:5a:a1,be:30:db:c2:6c:56,1
b0:b8:67:43:5a:a2,be:30:db:c2:6c:56,1
1a:71:b2:66:ec:96,ff:ff:ff:ff:ff:ff,2
54:1f:8d:80:0b:1d,1a:71:b2:66:ec:96,1
b0:b8:67:43:50:00,aa:16:52:09:b1:0e,1
b0:b8:67:43:50:01,aa:16:52:09:b1:0e,1
b0:b8:67:43:50:02,aa:16:52:09:b1:0e,1
b0:b8:67:43:50:00,76:c1:8e:85:f8:2f,1
b0:b8:67:43:50:01,76:c1:8e:85:f8:2f,1
b0:b8:67:43:50:02,76:c1:8e:85:f8:2f,1
b0:b8:67:43:50:02,5c:e9:1e:84:5d:b4,1
b0:b8:67:43:4c:00,02:a0:47:6d:12:d2,1
b0:b8:67:43:4c:02,02:a0:47:6d:12:d2,1
b0:b8:67:43:4c:01,86:5d:77:f0:35:4e,2
b0:b8:67:43:4c:02,86:5d:77:f0:35:4e,2
b0:b8:67:43:4c:00,86:5d:77:f0:35:4e,1
2e:cf:b0:ad:40:a2,ff:ff:ff:ff:ff:ff,2
b0:b8:67:43:50:00,2e:cf:b0:ad:40:a2,1
b0:b8:67:43:50:01,2e:cf:b0:ad:40:a2,1
b0:b8:67:43:50:02,2e:cf:b0:ad:40:a2,1
2a:0e:38:56:8d:32,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:55:a0,2a:0e:38:56:8d:32,1
b0:b8:67:43:55:a0,aa:9b:7d:9c:24:f7,1
b0:b8:67:43:55:a1,aa:9b:7d:9c:24:f7,1
b0:b8:67:43:55:a3,aa:9b:7d:9c:24:f7,1
b0:b8:67:43:55:a0,22:85:6d:f4:fc:73,2
b0:b8:67:43:55:a1,22:85:6d:f4:fc:73,2
b0:b8:67:43:55:a3,22:85:6d:f4:fc:73,2
22:85:6d:f4:fc:73,ff:ff:ff:ff:ff:ff,7
d4:57:63:be:5b:cc,ff:ff:ff:ff:ff:ff,2
b0:b8:67:43:4c:01,a2:21:d7:ce:db:63,2
b0:b8:67:43:4c:02,a2:21:d7:ce:db:63,2
b0:b8:67:43:4c:00,a2:21:d7:ce:db:63,1
7c:57:3c:a4:1e:60,5a:9f:34:ca:c1:7e,1
7c:57:3c:a4:1e:61,5a:9f:34:ca:c1:7e,1
7c:57:3c:a4:1e:62,5a:9f:34:ca:c1:7e,1
92:bb:34:59:ea:32,ff:ff:ff:ff:ff:ff,1
7c:57:3c:a4:1e:61,ea:88:43:4f:6f:30,1
7c:57:3c:a4:1e:62,ea:88:43:4f:6f:30,1
ea:88:43:4f:6f:30,ff:ff:ff:ff:ff:ff,6
0e:db:a3:c5:bf:cc,ff:ff:ff:ff:ff:ff,2
b0:b8:67:43:50:00,0e:db:a3:c5:bf:cc,2
42:09:44:80:80:08,ff:ff:ff:ff:ff:ff,1
7c:57:3c:a4:16:80,42:09:44:80:80:08,1
b0:b8:67:43:50:01,42:09:44:80:80:08,1
82:6c:70:d0:86:e1,ff:ff:ff:ff:ff:ff,1
ba:59:19:dc:55:d2,ff:ff:ff:ff:ff:ff,1
36:64:ec:c2:ce:5d,ff:ff:ff:ff:ff:ff,2
b0:b8:67:43:50:00,36:64:ec:c2:ce:5d,1
b0:b8:67:43:50:01,36:64:ec:c2:ce:5d,1
b0:b8:67:43:50:02,36:64:ec:c2:ce:5d,1
b0:b8:67:43:50:00,32:47:0c:d7:33:38,1
b0:b8:67:43:50:01,32:47:0c:d7:33:38,1
b0:b8:67:43:50:02,32:47:0c:d7:33:38,1
b0:b8:67:43:50:01,e2:bf:5e:04:1e:1b,1
b0:b8:67:43:50:02,e2:bf:5e:04:1e:1b,1
e2:bf:5e:04:1e:1b,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:50:00,a2:a2:60:a9:e9:59,1
b0:b8:67:43:50:01,a2:a2:60:a9:e9:59,1
b0:b8:67:43:50:02,a2:a2:60:a9:e9:59,1
9a:96:24:1a:9a:82,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:50:00,2e:df:44:43:87:93,1
b0:b8:67:43:55:a0,7e:22:17:8d:da:f6,2
b0:b8:67:43:55:a1,7e:22:17:8d:da:f6,2
b0:b8:67:43:55:a3,7e:22:17:8d:da:f6,2
7c:57:3c:a4:16:80,76:57:53:cb:25:93,2
7c:57:3c:a4:16:81,76:57:53:cb:25:93,2
7c:57:3c:a4:16:82,76:57:53:cb:25:93,1
7c:57:3c:a4:16:80,4e:44:1b:ae:7a:a0,1
7c:57:3c:a4:16:81,4e:44:1b:ae:7a:a0,1
b0:b8:67:43:50:00,4e:44:1b:ae:7a:a0,2
b0:b8:67:43:50:01,4e:44:1b:ae:7a:a0,2
b0:b8:67:43:50:02,4e:44:1b:ae:7a:a0,2
86:3d:ac:a1:0d:68,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:55:a0,02:a8:c4:20:b9:74,1
b0:b8:67:43:55:a1,02:a8:c4:20:b9:74,1
b0:b8:67:43:55:a3,02:a8:c4:20:b9:74,1
5e:15:7b:cc:6a:3c,ff:ff:ff:ff:ff:ff,1
42:65:ba:6f:e1:93,ff:ff:ff:ff:ff:ff,2
b0:b8:67:43:55:a0,0e:80:14:52:56:aa,1
36:63:d9:e5:62:58,ff:ff:ff:ff:ff:ff,1
3a:a2:2a:5a:ce:bf,ff:ff:ff:ff:ff:ff,1
54:1f:8d:80:0b:1d,82:d8:b7:e9:32:ac,1
d2:75:2d:9e:5d:07,ff:ff:ff:ff:ff:ff,17
b0:b8:67:43:50:00,d2:75:2d:9e:5d:07,2
b0:b8:67:43:50:01,d2:75:2d:9e:5d:07,2
b0:b8:67:43:50:02,d2:75:2d:9e:5d:07,2
7c:57:3c:a4:16:81,d2:75:2d:9e:5d:07,2
7c:57:3c:a4:16:82,d2:75:2d:9e:5d:07,3
b0:b8:67:43:55:a0,e2:d4:8e:78:cc:c9,2
b0:b8:67:43:55:a1,e2:d4:8e:78:cc:c9,2
b0:b8:67:43:55:a3,e2:d4:8e:78:cc:c9,2
e2:d4:8e:78:cc:c9,ff:ff:ff:ff:ff:ff,4
b0:b8:67:43:50:00,ae:1a:71:c5:80:42,1
b0:b8:67:43:50:01,ae:1a:71:c5:80:42,1
b0:b8:67:43:50:02,ae:1a:71:c5:80:42,1
b0:b8:67:43:50:00,26:12:88:12:cc:0e,1
b0:b8:67:43:50:01,26:12:88:12:cc:0e,1
b0:b8:67:43:50:02,26:12:88:12:cc:0e,1
b0:b8:67:43:55:a1,ba:8b:cb:fa:8f:b4,1
b0:b8:67:43:55:a3,ba:8b:cb:fa:8f:b4,1
b0:b8:67:43:55:a0,e6:c8:34:43:3d:b8,1
b0:b8:67:43:55:a1,e6:c8:34:43:3d:b8,1
b0:b8:67:43:55:a3,e6:c8:34:43:3d:b8,1
b0:b8:67:43:55:a0,8e:9f:2e:41:a1:73,1
b0:b8:67:43:55:a3,8e:9f:2e:41:a1:73,1
b0:b8:67:43:5a:a0,92:be:de:d9:2a:a6,1
7c:57:3c:a4:1e:60,56:0d:33:8b:c7:6e,1
7c:57:3c:a4:1e:61,56:0d:33:8b:c7:6e,1
b0:b8:67:43:55:a0,2e:69:33:c6:a5:4e,2
b0:b8:67:43:55:a1,2e:69:33:c6:a5:4e,1
b0:b8:67:43:55:a3,2e:69:33:c6:a5:4e,1
2e:69:33:c6:a5:4e,ff:ff:ff:ff:ff:ff,6
7c:57:3c:a4:1e:62,2e:69:33:c6:a5:4e,1
7c:57:3c:a4:1e:60,9e:44:41:48:b2:44,2
7c:57:3c:a4:1e:61,9e:44:41:48:b2:44,2
7c:57:3c:a4:1e:62,9e:44:41:48:b2:44,2
0e:10:65:3d:e4:6b,ff:ff:ff:ff:ff:ff,2
26:6b:74:2d:33:ac,ff:ff:ff:ff:ff:ff,1
e6:02:8f:aa:f8:06,ff:ff:ff:ff:ff:ff,1
54:1f:8d:80:0b:1d,26:6b:74:2d:33:ac,1
7c:57:3c:a4:1e:61,e6:02:8f:aa:f8:06,1
d2:78:c5:03:fa:5d,ff:ff:ff:ff:ff:ff,17
46:92:0f:12:17:04,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:50:00,b8:3b:cc:36:06:32,3
b0:b8:67:43:50:01,b8:3b:cc:36:06:32,4
b0:b8:67:43:50:02,b8:3b:cc:36:06:32,4
7c:57:3c:a4:16:80,b8:3b:cc:36:06:32,1
f6:1e:04:f4:5b:35,ff:ff:ff:ff:ff:ff,1
b0:b8:67:43:55:a0,f6:1e:04:f4:5b:35,1
b0:b8:67:43:55:a1,f6:1e:04:f4:5b:35,1
b0:b8:67:43:55:a3,f6:1e:04:f4:5b:35,1
b0:b8:67:43:55:a0,c6:e3:90:bd:cb:34,1
b0:b8:67:43:55:a1,c6:e3:90:bd:cb:34,1
b0:b8:67:43:55:a3,c6:e3:90:bd:cb:34,1
de:4b:34:87:24:ff,ff:ff:ff:ff:ff:ff,6
b0:b8:67:43:4e:a0,de:4b:34:87:24:ff,2
b0:b8:67:43:4e:a1,de:4b:34:87:24:ff,2
54:1f:8d:80:0b:1d,de:4b:34:87:24:ff,1
b0:b8:67:43:50:00,ca:87:36:30:98:c6,1
b0:b8:67:43:50:01,ca:87:36:30:98:c6,1
7c:57:3c:a4:16:82,ca:87:36:30:98:c6,1
b0:b8:67:43:50:02,ca:87:36:30:98:c6,1
b0:b8:67:43:4c:01,4a:91:8f:0f:4f:1c,1
b0:b8:67:43:4c:02,4a:91:8f:0f:4f:1c,1
b0:b8:67:43:50:00,4a:91:8f:0f:4f:1c,1
b0:b8:67:43:50:01,4a:91:8f:0f:4f:1c,1
b0:b8:67:43:50:02,4a:91:8f:0f:4f:1c,1
7c:57:3c:a4:16:80,86:51:9e:de:6e:d2,1
b0:b8:67:43:50:00,86:51:9e:de:6e:d2,1
7c:57:3c:a4:16:82,86:51:9e:de:6e:d2,1
b0:b8:67:43:50:01,86:51:9e:de:6e:d2,1
